2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
,,,,,,,,,,Other Apparel Knitting Mills,315190,0.06
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",315190,0.06
,,,,,,,,,,Other Aquaculture,112519,1.077
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112519,1.077
,,,,,,,,,,Other Automotive Mechanical and Electrical Repair and Maintenance,811118,0.103
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",811118,0.103
,,,,,,,,,,Other Basic Inorganic Chemical Manufacturing,325180,0.974
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325180,0.974
,,,,,,,,,,Other Building Equipment Contractors,238290,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238290,0.221
,,,,,,,,,,Other Building Finishing Contractors,238390,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238390,0.221
,,,,,,,,,,Other Building Material Dealers,444190,0.087
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",444190,0.087
,,,,,,,,,,Other Business Service Centers (including Copy Shops),561439,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561439,0.111
,,,,,,,,,,Other Chemical and Allied Products Merchant Wholesalers,424690,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424690,0.144
,,,,,,,,,,Other Chemical and Fertilizer Mineral Mining,212393,0.184
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212393,0.184
,,,,,,,,,,Other Clothing Stores,448190,0.138
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",448190,0.138
,,,,,,,,,,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,0.106
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",532490,0.106
,,,,,,,,,,Other Commercial and Service Industry Machinery Manufacturing,333318,0.171
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333318,0.171
,,,,,,,,,,Other Commercial Equipment Merchant Wholesalers,423440,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423440,0.074
,,,,,,,,,,Other Communication and Energy Wire Manufacturing,335929,0.219
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335929,0.219
,,,,,,,,,,Other Communications Equipment Manufacturing,334290,0.038
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334290,0.038
,,,,,,,,,,Other Community Housing Services,624229,0.217
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",624229,0.217
,,,,,,,,,,Other Computer Related Services,541519,0.08
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541519,0.08
,,,,,,,,,,Other Concrete Product Manufacturing,327390,0.267
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",327390,0.267
,,,,,,,,,,Other Construction Material Merchant Wholesalers,423390,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423390,0.108
,,,,,,,,,,Other Crushed and Broken Stone Mining and Quarrying,212319,0.193
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212319,0.193
,,,,,,,,,,Other Cut and Sew Apparel Manufacturing,315280,0.06
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",315280,0.06
,,,,,,,,,,Other Depository Credit Intermediation,522190,0.059
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",522190,0.059
,,,,,,,,,,"Other Direct Insurance (except Life, Health, and Medical) Carriers",524128,0.033
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",524128,0.033
,,,,,,,,,,Other Direct Selling Establishments,454390,0.094
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",454390,0.094
,,,,,,,,,,Other Electronic and Precision Equipment Repair and Maintenance,811219,0.076
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",811219,0.076
,,,,,,,,,,Other Electronic Component Manufacturing,334419,0.08
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334419,0.08
,,,,,,,,,,Other Electronic Parts and Equipment Merchant Wholesalers,423690,0.083
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423690,0.083
,,,,,,,,,,Other Engine Equipment Manufacturing,333618,0.273
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333618,0.273
,,,,,,,,,,Other Fabricated Wire Product Manufacturing,332618,0.219
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332618,0.219
,,,,,,,,,,Other Farm Product Raw Material Merchant Wholesalers,424590,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424590,0.144
,,,,,,,,,,Other Financial Vehicles,525990,0.218
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",525990,0.218
,,,,,,,,,,Other Food Crops Grown Under Cover,111419,0.266
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111419,0.266
,,,,,,,,,,"Other Foundation, Structure, and Building Exterior Contractors",238190,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238190,0.221
,,,,,,,,,,Other Gambling Industries,713290,0.174
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",713290,0.174
,,,,,,,,,,Other Gasoline Stations,447190,0.183
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",447190,0.183
,,,,,,,,,,Other Grantmaking and Giving Services,813219,0.059
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813219,0.059
,,,,,,,,,,Other Grocery and Related Products Merchant Wholesalers,424490,0.159
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424490,0.159
,,,,,,,,,,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,336419,0.286
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336419,0.286
,,,,,,,,,,Other Heavy and Civil Engineering Construction,237990,0.202
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",237990,0.202
,,,,,,,,,,Other Individual and Family Services,624190,0.118
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",624190,0.118
,,,,,,,,,,Other Industrial Machinery Manufacturing,333249,0.166
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333249,0.166
,,,,,,,,,,Other Insurance Funds,525190,0.218
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",525190,0.218
,,,,,,,,,,Other Lighting Equipment Manufacturing,335129,0.138
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335129,0.138
,,,,,,,,,,Other Management Consulting Services,541618,0.078
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541618,0.078
,,,,,,,,,,Other Marine Fishing,114119,0.127
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",114119,0.127
,,,,,,,,,,Other Measuring and Controlling Device Manufacturing,334519,0.044
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334519,0.044
,,,,,,,,,,Other Metal Container Manufacturing,332439,0.302
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332439,0.302
,,,,,,,,,,Other Metal Valve and Pipe Fitting Manufacturing,332919,0.146
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332919,0.146
,,,,,,,,,,Other Millwork (including Flooring),321918,0.122
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321918,0.122
,,,,,,,,,,Other Miscellaneous Durable Goods Merchant Wholesalers,423990,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423990,0.108
,,,,,,,,,,Other Miscellaneous Nondurable Goods Merchant Wholesalers,424990,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424990,0.144
,,,,,,,,,,Other Motion Picture and Video Industries,512199,0.047
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",512199,0.047
,,,,,,,,,,Other Motor Vehicle Parts Manufacturing,336390,0.242
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336390,0.242
,,,,,,,,,,Other Noncitrus Fruit Farming,111339,0.429
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111339,0.429
,,,,,,,,,,Other Nonferrous Metal Foundries (except Die-Casting),331529,0.438
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331529,0.438
,,,,,,,,,,Other Nonhazardous Waste Treatment and Disposal,562219,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562219,0.988
,,,,,,,,,,Other Nonscheduled Air Transportation,481219,0.644
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",481219,0.644
,,,,,,,,,,Other Paperboard Container Manufacturing,322219,0.449
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322219,0.449
,,,,,,,,,,Other Performing Arts Companies,711190,0.086
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711190,0.086
,,,,,,,,,,Other Personal and Household Goods Repair and Maintenance,811490,0.113
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",811490,0.113
,,,,,,,,,,Other Personal Care Services,812199,0.125
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",812199,0.125
,,,,,,,,,,Other Poultry Production,112390,0.407
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112390,0.407
,,,,,,,,,,Other Pressed and Blown Glass and Glassware Manufacturing,327212,0.537
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",327212,0.537
,,,,,,,,,,Other Professional Equipment and Supplies Merchant Wholesalers,423490,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423490,0.074
,,,,,,,,,,Other Residential Care Facilities,623990,0.129
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",623990,0.129
,,,,,,,,,,Other Scientific and Technical Consulting Services,541690,0.09
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541690,0.09
,,,,,,,,,,Other Services Related to Advertising,541890,0.085
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541890,0.085
,,,,,,,,,,Other Services to Buildings and Dwellings,561790,0.214
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561790,0.214
,,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",813990,0.128
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813990,0.128
,,,,,,,,,,Other Snack Food Manufacturing,311919,0.329
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311919,0.329
,,,,,,,,,,Other Social Advocacy Organizations,813319,0.059
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813319,0.059
,,,,,,,,,,Other Sound Recording Industries,512290,0.026
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",512290,0.026
,,,,,,,,,,Other Specialized Design Services,541490,0.094
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541490,0.094
,,,,,,,,,,Other Spectator Sports,711219,0.067
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711219,0.067
,,,,,,,,,,Other Support Activities for Air Transportation,488190,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488190,0.162
,,,,,,,,,,Other Support Activities for Road Transportation,488490,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488490,0.162
,,,,,,,,,,Other Support Activities for Water Transportation,488390,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488390,0.162
,,,,,,,,,,Other Technical and Trade Schools,611519,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",611519,0.108
,,,,,,,,,,Other Urban Transit Systems,485119,0.566
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",485119,0.566
,,,,,,,,,,Other Vegetable (except Potato) and Melon Farming,111219,0.591
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111219,0.591
,,,,,,,,,,Other Warehousing and Storage,493190,0.244
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",493190,0.244
,,,,,,,,,,Other Waste Collection,562119,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562119,0.988
,,,,,,,,,,Outdoor Advertising,541850,0.085
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541850,0.085
,,,,,,,,,,Outdoor Power Equipment Stores,444210,0.087
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",444210,0.087
,,,,,,,,,,Outpatient Mental Health and Substance Abuse Centers,621420,0.096
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",621420,0.096
,,,,,,,,,,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",333923,0.234
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333923,0.234
,,,,,,,,,,Packaged Frozen Food Merchant Wholesalers,424420,0.159
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424420,0.159
,,,,,,,,,,Packaging and Labeling Services,561910,0.127
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561910,0.127
,,,,,,,,,,Packaging Machinery Manufacturing,333993,0.113
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333993,0.113
,,,,,,,,,,Packing and Crating,488991,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488991,0.162
,,,,,,,,,,Paint and Coating Manufacturing,325510,0.264
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325510,0.264
,,,,,,,,,,Paint and Wallpaper Stores,444120,0.087
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",444120,0.087
,,,,,,,,,,"Paint, Varnish, and Supplies Merchant Wholesalers",424950,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424950,0.144
,,,,,,,,,,Painting and Wall Covering Contractors,238320,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238320,0.221
,,,,,,,,,,Paper (except Newsprint) Mills,322121,0.603
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322121,0.603
,,,,,,,,,,Paper Bag and Coated and Treated Paper Manufacturing,322220,0.33
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322220,0.33
,,,,,,,,,,Paperboard Mills,322130,0.789
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322130,0.789
,,,,,,,,,,Parking Lots and Garages,812930,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",812930,0.111
,,,,,,,,,,Passenger Car Leasing,532112,0.11
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",532112,0.11
,,,,,,,,,,Passenger Car Rental,532111,0.11
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",532111,0.11
,,,,,,,,,,Payroll Services,541214,0.054
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541214,0.054
,,,,,,,,,,Peanut Farming,111992,0.703
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111992,0.703
,,,,,,,,,,Pension Funds,525110,0.218
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",525110,0.218
,,,,,,,,,,Periodical Publishers,511120,0.059
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",511120,0.059
,,,,,,,,,,Perishable Prepared Food Manufacturing,311991,0.358
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311991,0.358
,,,,,,,,,,Pesticide and Other Agricultural Chemical Manufacturing,325320,0.433
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325320,0.433
,,,,,,,,,,Pet and Pet Supplies Stores,453910,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",453910,0.111
,,,,,,,,,,Pet Care (except Veterinary) Services,812910,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",812910,0.111
,,,,,,,,,,Petrochemical Manufacturing,325110,0.794
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325110,0.794
,,,,,,,,,,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),424720,0.102
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424720,0.102
,,,,,,,,,,Petroleum Bulk Stations and Terminals,424710,0.102
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424710,0.102
,,,,,,,,,,Petroleum Lubricating Oil and Grease Manufacturing,324191,0.359
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",324191,0.359
,,,,,,,,,,Petroleum Refineries,324110,0.248
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",324110,0.248
,,,,,,,,,,Pharmaceutical Preparation Manufacturing,325412,0.045
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325412,0.045
,,,,,,,,,,Pharmacies and Drug Stores,446110,0.13
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",446110,0.13
,,,,,,,,,,Phosphate Rock Mining,212392,0.184
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212392,0.184
,,,,,,,,,,Phosphatic Fertilizer Manufacturing,325312,1.114
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325312,1.114
,,,,,,,,,,Photofinishing Laboratories (except One-Hour),812921,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",812921,0.111
,,,,,,,,,,Photographic and Photocopying Equipment Manufacturing,333316,0.085
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333316,0.085
,,,,,,,,,,Photographic Equipment and Supplies Merchant Wholesalers,423410,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423410,0.074
,,,,,,,,,,"Photographic Film, Paper, Plate, and Chemical Manufacturing",325992,0.472
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325992,0.472
,,,,,,,,,,"Photography Studios, Portrait",541921,0.125
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541921,0.125
,,,,,,,,,,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",424310,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424310,0.144
,,,,,,,,,,Pipeline Transportation of Crude Oil,486110,1.619
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",486110,1.619
,,,,,,,,,,Pipeline Transportation of Natural Gas,486210,1.619
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",486210,1.619
,,,,,,,,,,Pipeline Transportation of Refined Petroleum Products,486910,1.619
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",486910,1.619
,,,,,,,,,,Plastics Bag and Pouch Manufacturing,326111,0.521
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326111,0.521
,,,,,,,,,,Plastics Bottle Manufacturing,326160,0.553
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326160,0.553
,,,,,,,,,,Plastics Material and Resin Manufacturing,325211,1.022
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325211,1.022
,,,,,,,,,,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,424610,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424610,0.144
,,,,,,,,,,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,326112,0.521
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326112,0.521
,,,,,,,,,,Plastics Pipe and Pipe Fitting Manufacturing,326122,0.332
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326122,0.332
,,,,,,,,,,Plastics Plumbing Fixture Manufacturing,326191,0.344
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326191,0.344
,,,,,,,,,,Plate Work Manufacturing,332313,0.246
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332313,0.246
,,,,,,,,,,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,423720,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423720,0.108
,,,,,,,,,,Plumbing Fixture Fitting and Trim Manufacturing,332913,0.126
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332913,0.126
,,,,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors",238220,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238220,0.221
,,,,,,,,,,Polish and Other Sanitation Good Manufacturing,325612,0.315
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325612,0.315
,,,,,,,,,,Political Organizations,813940,0.128
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813940,0.128
,,,,,,,,,,Polystyrene Foam Product Manufacturing,326140,0.247
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326140,0.247
,,,,,,,,,,Port and Harbor Operations,488310,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488310,0.162
,,,,,,,,,,Portfolio Management,523920,0.066
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",523920,0.066
,,,,,,,,,,Postal Service,491110,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",491110,0.074
,,,,,,,,,,Postharvest Crop Activities (except Cotton Ginning),115114,0.384
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",115114,0.384
,,,,,,,,,,"Potash, Soda, and Borate Mineral Mining",212391,0.184
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212391,0.184
,,,,,,,,,,Potato Farming,111211,0.591
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111211,0.591
,,,,,,,,,,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",327110,0.399
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",327110,0.399
,,,,,,,,,,Poultry and Poultry Product Merchant Wholesalers,424440,0.159
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424440,0.159
,,,,,,,,,,Poultry Hatcheries,112340,0.407
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112340,0.407
,,,,,,,,,,Poultry Processing,311615,0.361
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311615,0.361
,,,,,,,,,,Poured Concrete Foundation and Structure Contractors,238110,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238110,0.221
,,,,,,,,,,Powder Metallurgy Part Manufacturing,332117,0.47
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332117,0.47
,,,,,,,,,,Power and Communication Line and Related Structures Construction,237130,0.277
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",237130,0.277
,,,,,,,,,,Power Boiler and Heat Exchanger Manufacturing,332410,0.182
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332410,0.182
,,,,,,,,,,"Power, Distribution, and Specialty Transformer Manufacturing",335311,0.118
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335311,0.118
,,,,,,,,,,Power-Driven Handtool Manufacturing,333991,0.083
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333991,0.083
,,,,,,,,,,Precision Turned Product Manufacturing,332721,0.222
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332721,0.222
,,,,,,,,,,Prefabricated Metal Building and Component Manufacturing,332311,0.246
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332311,0.246
,,,,,,,,,,Prefabricated Wood Building Manufacturing,321992,0.135
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321992,0.135
,,,,,,,,,,Primary Battery Manufacturing,335912,0.046
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335912,0.046
,,,,,,,,,,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,0.068
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334418,0.068
,,,,,,,,,,Printing and Writing Paper Merchant Wholesalers,424110,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424110,0.144
,,,,,,,,,,Printing Ink Manufacturing,325910,0.355
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325910,0.355
,,,,,,,,,,Printing Machinery and Equipment Manufacturing,333244,0.166
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333244,0.166
,,,,,,,,,,Private Mail Centers,561431,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561431,0.111
,,,,,,,,,,"Process, Physical Distribution, and Logistics Consulting Services",541614,0.078
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541614,0.078
,,,,,,,,,,Professional and Management Development Training,611430,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",611430,0.108
,,,,,,,,,,Professional Employer Organizations,561330,0.051
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561330,0.051
,,,,,,,,,,Professional Organizations,813920,0.128
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813920,0.128
,,,,,,,,,,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",711310,0.093
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711310,0.093
,,,,,,,,,,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",711320,0.093
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711320,0.093
,,,,,,,,,,Psychiatric and Substance Abuse Hospitals,622210,0.145
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",622210,0.145
,,,,,,,,,,Public Relations Agencies,541820,0.085
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541820,0.085
,,,,,,,,,,Pulp Mills,322110,0.977
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322110,0.977
,,,,,,,,,,Racetracks,711212,0.067
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711212,0.067
,,,,,,,,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,0.065
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334220,0.065
,,,,,,,,,,Radio Networks,515111,0.079
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",515111,0.079
,,,,,,,,,,Radio Stations,515112,0.079
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",515112,0.079
,,,,,,,,,,Railroad Rolling Stock Manufacturing,336510,0.413
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336510,0.413
,,,,,,,,,,Ready-Mix Concrete Manufacturing,327320,0.54
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",327320,0.54
,,,,,,,,,,Real Estate Credit,522292,0.072
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",522292,0.072
,,,,,,,,,,Reconstituted Wood Product Manufacturing,321219,0.187
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321219,0.187
,,,,,,,,,,Record Production and Distribution,512250,0.026
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",512250,0.026
,,,,,,,,,,Recreational and Vacation Camps (except Campgrounds),721214,0.145
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",721214,0.145
,,,,,,,,,,Recreational Goods Rental,532284,0.102
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",532284,0.102
,,,,,,,,,,Recreational Vehicle Dealers,441210,0.073
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",441210,0.073
,,,,,,,,,,Recyclable Material Merchant Wholesalers,423930,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423930,0.108
,,,,,,,,,,Refrigerated Warehousing and Storage,493120,0.244
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",493120,0.244
,,,,,,,,,,Refrigeration Equipment and Supplies Merchant Wholesalers,423740,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423740,0.108
,,,,,,,,,,Reinsurance Carriers,524130,0.033
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",524130,0.033
,,,,,,,,,,Relay and Industrial Control Manufacturing,335314,0.12
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335314,0.12
,,,,,,,,,,Religious Organizations,813110,0.076
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",813110,0.076
,,,,,,,,,,Remediation Services,562910,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562910,0.988
,,,,,,,,,,Rendering and Meat Byproduct Processing,311613,1.086
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311613,1.086
,,,,,,,,,,Repossession Services,561491,0.111
